sector,fiscal_year,month,total_apprehensions,unaccompanied_child_apprehension,family_apprehensions 
detroit,2007,december,83,NA,NA
detroit,2007,january,77,NA,NA
detroit,2007,february,56,NA,NA
detroit,2007,march,83,NA,NA
detroit,2007,april,85,NA,NA
detroit,2007,may,76,NA,NA
detroit,2007,june,51,NA,NA
detroit,2007,july,52,NA,NA
detroit,2007,august,66,NA,NA
detroit,2007,september,68,NA,NA
detroit,2007,yearly total,902,NA,NA
el centro,2007,october,4379,NA,NA
el centro,2007,november,3667,NA,NA
el centro,2007,december,3037,NA,NA
el centro,2007,january,4983,NA,NA
el centro,2007,february,5187,NA,NA
el centro,2007,march,7198,NA,NA
el centro,2007,april,6983,NA,NA
el centro,2007,may,5747,NA,NA
el centro,2007,june,3842,NA,NA
el centro,2007,july,3835,NA,NA
el centro,2007,august,3789,NA,NA
el centro,2007,september,3236,NA,NA
el centro,2007,yearly total,55883,NA,NA
el paso,2007,october,6183,NA,NA
el paso,2007,november,5098,NA,NA
el paso,2007,december,4189,NA,NA
el paso,2007,january,6570,NA,NA
el paso,2007,february,7482,NA,NA
el paso,2007,march,10537,NA,NA
el paso,2007,april,8957,NA,NA
el paso,2007,may,6741,NA,NA
el paso,2007,june,5632,NA,NA
el paso,2007,july,5109,NA,NA
el paso,2007,august,4969,NA,NA
el paso,2007,september,3997,NA,NA
el paso,2007,yearly total,75464,NA,NA
grand forks,2007,october,56,NA,NA
grand forks,2007,november,32,NA,NA
grand forks,2007,december,45,NA,NA
grand forks,2007,january,25,NA,NA
grand forks,2007,february,40,NA,NA
grand forks,2007,march,48,NA,NA
grand forks,2007,april,49,NA,NA
grand forks,2007,may,33,NA,NA
grand forks,2007,june,35,NA,NA
grand forks,2007,july,40,NA,NA
grand forks,2007,august,54,NA,NA
grand forks,2007,september,40,NA,NA
grand forks,2007,yearly total,497,NA,NA
havre,2007,october,68,NA,NA
havre,2007,november,56,NA,NA
havre,2007,december,53,NA,NA
havre,2007,january,41,NA,NA
havre,2007,february,60,NA,NA
havre,2007,march,40,NA,NA
havre,2007,april,27,NA,NA
havre,2007,may,27,NA,NA
havre,2007,june,31,NA,NA
havre,2007,july,17,NA,NA
havre,2007,august,31,NA,NA
havre,2007,september,35,NA,NA
havre,2007,yearly total,486,NA,NA
houlton,2007,october,7,NA,NA
houlton,2007,november,7,NA,NA
houlton,2007,december,4,NA,NA
houlton,2007,january,6,NA,NA
houlton,2007,february,12,NA,NA
houlton,2007,march,2,NA,NA
houlton,2007,april,3,NA,NA
houlton,2007,may,6,NA,NA
houlton,2007,june,5,NA,NA
houlton,2007,july,22,NA,NA
houlton,2007,august,6,NA,NA
houlton,2007,september,15,NA,NA
houlton,2007,yearly total,95,NA,NA
laredo,2007,october,4286,NA,NA
laredo,2007,november,3810,NA,NA
laredo,2007,december,2890,NA,NA
laredo,2007,january,4678,NA,NA
laredo,2007,february,5855,NA,NA
laredo,2007,march,7673,NA,NA
laredo,2007,april,6428,NA,NA
laredo,2007,may,4928,NA,NA
laredo,2007,june,4595,NA,NA
laredo,2007,july,4338,NA,NA
laredo,2007,august,3858,NA,NA
laredo,2007,september,3375,NA,NA
laredo,2007,yearly total,56714,NA,NA
livermore,2007,october,NA,NA,NA
livermore,2007,november,NA,NA,NA
livermore,2007,december,NA,NA,NA
livermore,2007,january,NA,NA,NA
livermore,2007,february,NA,NA,NA
livermore,2007,march,NA,NA,NA
livermore,2007,april,NA,NA,NA
livermore,2007,may,NA,NA,NA
livermore,2007,june,NA,NA,NA
livermore,2007,july,NA,NA,NA
livermore,2007,august,NA,NA,NA
livermore,2007,september,NA,NA,NA
livermore,2007,yearly total,NA,NA,NA
miami,2007,october,669,NA,NA
miami,2007,november,429,NA,NA
miami,2007,december,405,NA,NA
miami,2007,january,751,NA,NA
miami,2007,february,531,NA,NA
miami,2007,march,475,NA,NA
miami,2007,april,477,NA,NA
miami,2007,may,573,NA,NA
miami,2007,june,905,NA,NA
miami,2007,july,648,NA,NA
miami,2007,august,651,NA,NA
miami,2007,september,606,NA,NA
miami,2007,yearly total,7120,NA,NA
nationwide total,2007,october,62344,NA,NA
nationwide total,2007,november,52944,NA,NA
nationwide total,2007,december,41725,NA,NA
nationwide total,2007,january,73489,NA,NA
nationwide total,2007,february,80710,NA,NA
nationwide total,2007,march,115683,NA,NA
nationwide total,2007,april,105825,NA,NA
nationwide total,2007,may,89982,NA,NA
nationwide total,2007,june,73154,NA,NA
nationwide total,2007,july,68366,NA,NA
nationwide total,2007,august,61289,NA,NA
nationwide total,2007,september,51193,NA,NA
nationwide total,2007,yearly total,876704,NA,NA
new orleans,2007,october,379,NA,NA
new orleans,2007,november,379,NA,NA
new orleans,2007,december,222,NA,NA
new orleans,2007,january,327,NA,NA
new orleans,2007,february,398,NA,NA
new orleans,2007,march,492,NA,NA
new orleans,2007,april,336,NA,NA
new orleans,2007,may,336,NA,NA
new orleans,2007,june,340,NA,NA
new orleans,2007,july,354,NA,NA
new orleans,2007,august,155,NA,NA
new orleans,2007,september,300,NA,NA
new orleans,2007,yearly total,4018,NA,NA
northern border,2007,october,542,NA,NA
northern border,2007,november,481,NA,NA
northern border,2007,december,454,NA,NA
northern border,2007,january,438,NA,NA
northern border,2007,february,442,NA,NA
northern border,2007,march,542,NA,NA
northern border,2007,april,496,NA,NA
northern border,2007,may,521,NA,NA
northern border,2007,june,539,NA,NA
northern border,2007,july,569,NA,NA
northern border,2007,august,660,NA,NA
northern border,2007,september,696,NA,NA
northern border,2007,yearly total,6380,NA,NA
ramey,2007,october,41,NA,NA
ramey,2007,november,61,NA,NA
ramey,2007,december,117,NA,NA
ramey,2007,january,39,NA,NA
ramey,2007,february,71,NA,NA
ramey,2007,march,37,NA,NA
ramey,2007,april,51,NA,NA
ramey,2007,may,48,NA,NA
ramey,2007,june,32,NA,NA
ramey,2007,july,13,NA,NA
ramey,2007,august,28,NA,NA
ramey,2007,september,10,NA,NA
ramey,2007,yearly total,548,NA,NA
rio grande valley,2007,october,5772,NA,NA
rio grande valley,2007,november,4549,NA,NA
rio grande valley,2007,december,3649,NA,NA
rio grande valley,2007,january,5798,NA,NA
rio grande valley,2007,february,6172,NA,NA
rio grande valley,2007,march,8431,NA,NA
rio grande valley,2007,april,7645,NA,NA
rio grande valley,2007,may,7736,NA,NA
rio grande valley,2007,june,5791,NA,NA
rio grande valley,2007,july,6225,NA,NA
rio grande valley,2007,august,6331,NA,NA
rio grande valley,2007,september,5331,NA,NA
rio grande valley,2007,yearly total,73430,NA,NA
san diego,2007,october,9494,NA,NA
san diego,2007,november,7764,NA,NA
san diego,2007,december,6591,NA,NA
san diego,2007,january,12489,NA,NA
san diego,2007,february,12997,NA,NA
san diego,2007,march,18044,NA,NA
san diego,2007,april,17999,NA,NA
san diego,2007,may,16136,NA,NA
san diego,2007,june,13283,NA,NA
san diego,2007,july,12941,NA,NA
san diego,2007,august,13312,NA,NA
san diego,2007,september,11410,NA,NA
san diego,2007,yearly total,152460,NA,NA
southwest border,2007,october,60713,NA,NA
southwest border,2007,november,51594,NA,NA
southwest border,2007,december,40527,NA,NA
southwest border,2007,january,71934,NA,NA
southwest border,2007,february,79268,NA,NA
southwest border,2007,march,114137,NA,NA
southwest border,2007,april,104465,NA,NA
southwest border,2007,may,88504,NA,NA
southwest border,2007,june,71338,NA,NA
southwest border,2007,july,66782,NA,NA
southwest border,2007,august,59795,NA,NA
southwest border,2007,september,49581,NA,NA
southwest border,2007,yearly total,858638,NA,NA
spokane,2007,october,30,NA,NA
spokane,2007,november,18,NA,NA
spokane,2007,december,23,NA,NA
spokane,2007,january,30,NA,NA
spokane,2007,february,22,NA,NA
spokane,2007,march,37,NA,NA
spokane,2007,april,24,NA,NA
spokane,2007,may,29,NA,NA
spokane,2007,june,42,NA,NA
spokane,2007,july,47,NA,NA
spokane,2007,august,27,NA,NA
spokane,2007,september,12,NA,NA
spokane,2007,yearly total,341,NA,NA
swanton,2007,october,73,NA,NA
swanton,2007,november,78,NA,NA
swanton,2007,december,80,NA,NA
swanton,2007,january,75,NA,NA
swanton,2007,february,68,NA,NA
swanton,2007,march,75,NA,NA
swanton,2007,april,91,NA,NA
swanton,2007,may,105,NA,NA
swanton,2007,june,74,NA,NA
swanton,2007,july,101,NA,NA
swanton,2007,august,183,NA,NA
swanton,2007,september,116,NA,NA
swanton,2007,yearly total,1119,NA,NA
tucson,2007,october,25135,NA,NA
tucson,2007,november,21323,NA,NA
tucson,2007,december,16136,NA,NA
tucson,2007,january,29459,NA,NA
tucson,2007,february,34148,NA,NA
tucson,2007,march,52692,NA,NA
tucson,2007,april,49044,NA,NA
tucson,2007,may,41789,NA,NA
tucson,2007,june,34103,NA,NA
tucson,2007,july,30373,NA,NA
tucson,2007,august,24388,NA,NA
tucson,2007,september,19649,NA,NA
tucson,2007,yearly total,378239,NA,NA
yuma,2007,october,3478,NA,NA
yuma,2007,november,3240,NA,NA
yuma,2007,december,2601,NA,NA
yuma,2007,january,5357,NA,NA
yuma,2007,february,4474,NA,NA
yuma,2007,march,5571,NA,NA
yuma,2007,april,4108,NA,NA
yuma,2007,may,3162,NA,NA
yuma,2007,june,2151,NA,NA
yuma,2007,july,1660,NA,NA
yuma,2007,august,1305,NA,NA
yuma,2007,september,885,NA,NA
yuma,2007,yearly total,37992,NA,NA
big bend,2006,october,655,NA,NA
big bend,2006,november,590,NA,NA
big bend,2006,december,563,NA,NA
big bend,2006,january,739,NA,NA
big bend,2006,february,908,NA,NA
big bend,2006,march,910,NA,NA
big bend,2006,april,746,NA,NA
big bend,2006,may,711,NA,NA
big bend,2006,june,478,NA,NA
big bend,2006,july,392,NA,NA
big bend,2006,august,403,NA,NA
big bend,2006,september,425,NA,NA
big bend,2006,yearly total,7520,NA,NA
blaine,2006,october,71,NA,NA
blaine,2006,november,103,NA,NA
blaine,2006,december,49,NA,NA
blaine,2006,january,54,NA,NA
blaine,2006,february,54,NA,NA
blaine,2006,march,50,NA,NA
blaine,2006,april,83,NA,NA
blaine,2006,may,85,NA,NA
blaine,2006,june,64,NA,NA
blaine,2006,july,66,NA,NA
blaine,2006,august,64,NA,NA
blaine,2006,september,68,NA,NA
blaine,2006,yearly total,811,NA,NA
buffalo,2006,october,120,NA,NA
buffalo,2006,november,107,NA,NA
buffalo,2006,december,71,NA,NA
buffalo,2006,january,85,NA,NA
buffalo,2006,february,96,NA,NA
buffalo,2006,march,101,NA,NA
buffalo,2006,april,111,NA,NA
buffalo,2006,may,178,NA,NA
buffalo,2006,june,154,NA,NA
buffalo,2006,july,174,NA,NA
buffalo,2006,august,148,NA,NA
buffalo,2006,september,172,NA,NA
buffalo,2006,yearly total,1517,NA,NA
coastal border,2006,october,670,NA,NA
coastal border,2006,november,838,NA,NA
coastal border,2006,december,1081,NA,NA
coastal border,2006,january,938,NA,NA
coastal border,2006,february,960,NA,NA
coastal border,2006,march,816,NA,NA
coastal border,2006,april,855,NA,NA
coastal border,2006,may,1276,NA,NA
coastal border,2006,june,873,NA,NA
coastal border,2006,july,693,NA,NA
coastal border,2006,august,705,NA,NA
coastal border,2006,september,816,NA,NA
coastal border,2006,yearly total,10521,NA,NA
del rio,2006,october,4840,NA,NA
del rio,2006,november,4016,NA,NA
del rio,2006,december,2910,NA,NA
del rio,2006,january,4839,NA,NA
del rio,2006,february,5854,NA,NA
del rio,2006,march,5636,NA,NA
del rio,2006,april,4555,NA,NA
del rio,2006,may,2633,NA,NA
del rio,2006,june,2106,NA,NA
del rio,2006,july,1947,NA,NA
del rio,2006,august,1683,NA,NA
del rio,2006,september,1617,NA,NA
del rio,2006,yearly total,42636,NA,NA
detroit,2006,october,120,NA,NA
detroit,2006,november,134,NA,NA
detroit,2006,december,130,NA,NA
detroit,2006,january,138,NA,NA
detroit,2006,february,92,NA,NA
detroit,2006,march,149,NA,NA
detroit,2006,april,83,NA,NA
detroit,2006,may,108,NA,NA
detroit,2006,june,78,NA,NA
detroit,2006,july,76,NA,NA
detroit,2006,august,97,NA,NA
detroit,2006,september,76,NA,NA
detroit,2006,yearly total,1281,NA,NA
el centro,2006,october,5072,NA,NA
el centro,2006,november,3831,NA,NA
el centro,2006,december,2998,NA,NA
el centro,2006,january,5797,NA,NA
el centro,2006,february,6399,NA,NA
el centro,2006,march,9048,NA,NA
el centro,2006,april,6847,NA,NA
el centro,2006,may,6187,NA,NA
el centro,2006,june,4112,NA,NA
el centro,2006,july,3240,NA,NA
el centro,2006,august,3705,NA,NA
el centro,2006,september,4229,NA,NA
el centro,2006,yearly total,61465,NA,NA
el paso,2006,october,11027,NA,NA
el paso,2006,november,8191,NA,NA
el paso,2006,december,5668,NA,NA
el paso,2006,january,11941,NA,NA
el paso,2006,february,14457,NA,NA
el paso,2006,march,18668,NA,NA
el paso,2006,april,15238,NA,NA
el paso,2006,may,12239,NA,NA
el paso,2006,june,7664,NA,NA
el paso,2006,july,6970,NA,NA
el paso,2006,august,5027,NA,NA
el paso,2006,september,5166,NA,NA
el paso,2006,yearly total,122256,NA,NA
grand forks,2006,october,59,NA,NA
grand forks,2006,november,48,NA,NA
grand forks,2006,december,41,NA,NA
grand forks,2006,january,56,NA,NA
grand forks,2006,february,36,NA,NA
grand forks,2006,march,18,NA,NA
grand forks,2006,april,66,NA,NA
grand forks,2006,may,49,NA,NA
grand forks,2006,june,26,NA,NA
grand forks,2006,july,31,NA,NA
grand forks,2006,august,48,NA,NA
grand forks,2006,september,40,NA,NA
grand forks,2006,yearly total,518,NA,NA
havre,2006,october,26,NA,NA
havre,2006,november,58,NA,NA
havre,2006,december,28,NA,NA
havre,2006,january,40,NA,NA
havre,2006,february,62,NA,NA
havre,2006,march,32,NA,NA
havre,2006,april,43,NA,NA
havre,2006,may,63,NA,NA
havre,2006,june,56,NA,NA
havre,2006,july,47,NA,NA
havre,2006,august,52,NA,NA
havre,2006,september,61,NA,NA
havre,2006,yearly total,568,NA,NA
houlton,2006,october,17,NA,NA
houlton,2006,november,21,NA,NA
houlton,2006,december,15,NA,NA
houlton,2006,january,28,NA,NA
houlton,2006,february,10,NA,NA
houlton,2006,march,12,NA,NA
houlton,2006,april,11,NA,NA
houlton,2006,may,5,NA,NA
houlton,2006,june,22,NA,NA
houlton,2006,july,12,NA,NA
houlton,2006,august,16,NA,NA
houlton,2006,september,6,NA,NA
houlton,2006,yearly total,175,NA,NA
laredo,2006,october,5014,NA,NA
laredo,2006,november,4323,NA,NA
laredo,2006,december,3544,NA,NA
laredo,2006,january,7415,NA,NA
laredo,2006,february,9554,NA,NA
laredo,2006,march,10179,NA,NA
laredo,2006,april,8530,NA,NA
laredo,2006,may,6866,NA,NA
laredo,2006,june,4815,NA,NA
laredo,2006,july,4667,NA,NA
laredo,2006,august,5525,NA,NA
laredo,2006,september,4408,NA,NA
laredo,2006,yearly total,74840,NA,NA
livermore,2006,october,NA,NA,NA
livermore,2006,november,NA,NA,NA
livermore,2006,december,NA,NA,NA
livermore,2006,january,NA,NA,NA
livermore,2006,february,NA,NA,NA
livermore,2006,march,NA,NA,NA
livermore,2006,april,NA,NA,NA
livermore,2006,may,NA,NA,NA
livermore,2006,june,NA,NA,NA
livermore,2006,july,NA,NA,NA
livermore,2006,august,NA,NA,NA
livermore,2006,september,NA,NA,NA
livermore,2006,yearly total,NA,NA,NA
miami,2006,october,438,NA,NA
miami,2006,november,543,NA,NA
miami,2006,december,693,NA,NA
miami,2006,january,506,NA,NA
miami,2006,february,452,NA,NA
miami,2006,march,450,NA,NA
miami,2006,april,592,NA,NA
miami,2006,may,725,NA,NA
miami,2006,june,523,NA,NA
miami,2006,july,358,NA,NA
miami,2006,august,295,NA,NA
miami,2006,september,457,NA,NA
miami,2006,yearly total,6032,NA,NA
nationwide total,2006,october,84755,NA,NA
nationwide total,2006,november,72405,NA,NA
nationwide total,2006,december,54185,NA,NA
nationwide total,2006,january,102640,NA,NA
nationwide total,2006,february,126434,NA,NA
nationwide total,2006,march,161973,NA,NA
nationwide total,2006,april,127899,NA,NA
nationwide total,2006,may,107341,NA,NA
nationwide total,2006,june,69813,NA,NA
nationwide total,2006,july,61098,NA,NA
nationwide total,2006,august,61101,NA,NA
nationwide total,2006,september,59448,NA,NA
nationwide total,2006,yearly total,1089092,NA,NA
new orleans,2006,october,48,NA,NA
new orleans,2006,november,176,NA,NA
new orleans,2006,december,214,NA,NA
new orleans,2006,january,372,NA,NA
new orleans,2006,february,300,NA,NA
new orleans,2006,march,230,NA,NA
new orleans,2006,april,136,NA,NA
new orleans,2006,may,402,NA,NA
new orleans,2006,june,238,NA,NA
new orleans,2006,july,289,NA,NA
new orleans,2006,august,325,NA,NA
new orleans,2006,september,323,NA,NA
new orleans,2006,yearly total,3053,NA,NA
northern border,2006,october,528,NA,NA
northern border,2006,november,592,NA,NA
northern border,2006,december,431,NA,NA
northern border,2006,january,507,NA,NA
northern border,2006,february,428,NA,NA
northern border,2006,march,461,NA,NA
northern border,2006,april,506,NA,NA
northern border,2006,may,615,NA,NA
northern border,2006,june,574,NA,NA
northern border,2006,july,764,NA,NA
northern border,2006,august,645,NA,NA
northern border,2006,september,548,NA,NA
northern border,2006,yearly total,6599,NA,NA
ramey,2006,october,184,NA,NA
ramey,2006,november,119,NA,NA
ramey,2006,december,174,NA,NA
ramey,2006,january,60,NA,NA
ramey,2006,february,208,NA,NA
ramey,2006,march,136,NA,NA
ramey,2006,april,127,NA,NA
ramey,2006,may,149,NA,NA
ramey,2006,june,112,NA,NA
ramey,2006,july,46,NA,NA
ramey,2006,august,85,NA,NA
ramey,2006,september,36,NA,NA
ramey,2006,yearly total,1436,NA,NA
rio grande valley,2006,october,10060,NA,NA
rio grande valley,2006,november,9111,NA,NA
rio grande valley,2006,december,7128,NA,NA
rio grande valley,2006,january,9533,NA,NA
rio grande valley,2006,february,10444,NA,NA
rio grande valley,2006,march,13080,NA,NA
rio grande valley,2006,april,11264,NA,NA
rio grande valley,2006,may,11649,NA,NA
rio grande valley,2006,june,7516,NA,NA
rio grande valley,2006,july,7109,NA,NA
rio grande valley,2006,august,7020,NA,NA
rio grande valley,2006,september,6614,NA,NA
rio grande valley,2006,yearly total,110528,NA,NA
san diego,2006,october,10145,NA,NA
san diego,2006,november,7730,NA,NA
san diego,2006,december,6531,NA,NA
san diego,2006,january,13959,NA,NA
san diego,2006,february,17160,NA,NA
san diego,2006,march,18361,NA,NA
san diego,2006,april,14736,NA,NA
san diego,2006,may,13888,NA,NA
san diego,2006,june,10597,NA,NA
san diego,2006,july,8683,NA,NA
san diego,2006,august,10009,NA,NA
san diego,2006,september,10305,NA,NA
san diego,2006,yearly total,142104,NA,NA
southwest border,2006,october,83557,NA,NA
southwest border,2006,november,70975,NA,NA
southwest border,2006,december,52673,NA,NA
southwest border,2006,january,101195,NA,NA
southwest border,2006,february,125046,NA,NA
southwest border,2006,march,160696,NA,NA
southwest border,2006,april,126538,NA,NA
southwest border,2006,may,105450,NA,NA
southwest border,2006,june,68366,NA,NA
southwest border,2006,july,59641,NA,NA
southwest border,2006,august,59751,NA,NA
southwest border,2006,september,58084,NA,NA
southwest border,2006,yearly total,1071972,NA,NA
spokane,2006,october,8,NA,NA
spokane,2006,november,23,NA,NA
spokane,2006,december,8,NA,NA
spokane,2006,january,10,NA,NA
spokane,2006,february,3,NA,NA
spokane,2006,march,12,NA,NA
spokane,2006,april,26,NA,NA
spokane,2006,may,6,NA,NA
spokane,2006,june,19,NA,NA
spokane,2006,july,6,NA,NA
spokane,2006,august,19,NA,NA
spokane,2006,september,45,NA,NA
spokane,2006,yearly total,185,NA,NA
swanton,2006,october,107,NA,NA
swanton,2006,november,98,NA,NA
swanton,2006,december,89,NA,NA
swanton,2006,january,96,NA,NA
swanton,2006,february,75,NA,NA
swanton,2006,march,87,NA,NA
swanton,2006,april,83,NA,NA
swanton,2006,may,121,NA,NA
swanton,2006,june,155,NA,NA
swanton,2006,july,352,NA,NA
swanton,2006,august,201,NA,NA
swanton,2006,september,80,NA,NA
swanton,2006,yearly total,1544,NA,NA
tucson,2006,october,27316,NA,NA
tucson,2006,november,24270,NA,NA
tucson,2006,december,16447,NA,NA
tucson,2006,january,33229,NA,NA
tucson,2006,february,43153,NA,NA
tucson,2006,march,63583,NA,NA
tucson,2006,april,51588,NA,NA
tucson,2006,may,40190,NA,NA
tucson,2006,june,25049,NA,NA
tucson,2006,july,21187,NA,NA
tucson,2006,august,23256,NA,NA
tucson,2006,september,22806,NA,NA
tucson,2006,yearly total,392074,NA,NA
yuma,2006,october,9428,NA,NA
yuma,2006,november,8913,NA,NA
yuma,2006,december,6884,NA,NA
yuma,2006,january,13743,NA,NA
yuma,2006,february,17117,NA,NA
yuma,2006,march,21231,NA,NA
yuma,2006,april,13034,NA,NA
yuma,2006,may,11087,NA,NA
yuma,2006,june,6029,NA,NA
yuma,2006,july,5446,NA,NA
yuma,2006,august,3123,NA,NA
yuma,2006,september,2514,NA,NA
yuma,2006,yearly total,118549,NA,NA
big bend,2005,october,844,NA,NA
big bend,2005,november,713,NA,NA
big bend,2005,december,722,NA,NA
big bend,2005,january,802,NA,NA
big bend,2005,february,1113,NA,NA
big bend,2005,march,1364,NA,NA
big bend,2005,april,1276,NA,NA
big bend,2005,may,866,NA,NA
big bend,2005,june,620,NA,NA
big bend,2005,july,761,NA,NA
big bend,2005,august,777,NA,NA
big bend,2005,september,678,NA,NA
big bend,2005,yearly total,10536,NA,NA
blaine,2005,october,89,NA,NA
blaine,2005,november,92,NA,NA
